Source;Target;Time
88;7559;2014-02-13T05:00:00.000
88;7328;2013-12-10T05:00:00.000
88;124;2013-04-19T04:00:00.000
88;7404;2012-07-08T04:00:00.000
88;7552;2014-04-24T04:00:00.000
88;185;2014-12-18T05:00:00.000
88;7543;2013-12-10T05:00:00.000
88;7419;2013-11-19T05:00:00.000
88;177;2013-05-05T04:00:00.000
254;89;2011-06-11T04:00:00.000
373;89;2012-12-09T05:00:00.000
395;89;2012-12-05T05:00:00.000
160;89;2012-08-17T04:00:00.000
699;89;2012-11-21T05:00:00.000
121;89;2013-01-20T05:00:00.000
302;89;2011-06-11T04:00:00.000
132;89;2011-06-11T04:00:00.000
2043;89;2011-06-08T04:00:00.000
175;89;2011-05-08T04:00:00.000
1193;89;2013-06-16T04:00:00.000
124;89;2012-11-03T04:00:00.000
2269;89;2012-10-28T04:00:00.000
203;89;2012-08-25T04:00:00.000
519;89;2012-08-23T04:00:00.000
945;89;2012-08-21T04:00:00.000
122;89;2012-08-20T04:00:00.000
946;89;2012-08-18T04:00:00.000
154;89;2012-08-15T04:00:00.000
587;89;2012-07-24T04:00:00.000
629;89;2011-07-05T04:00:00.000
1708;89;2011-07-04T04:00:00.000
516;89;2011-07-04T04:00:00.000
2097;89;2011-07-04T04:00:00.000
253;89;2011-07-02T04:00:00.000
90;89;2011-06-28T04:00:00.000
1690;89;2011-06-13T04:00:00.000
406;89;2011-06-12T04:00:00.000
1267;89;2011-06-12T04:00:00.000
2628;89;2011-06-12T04:00:00.000
2625;89;2011-06-12T04:00:00.000
2623;89;2011-06-11T04:00:00.000
931;89;2011-06-11T04:00:00.000
1453;89;2011-06-11T04:00:00.000
2033;89;2011-06-11T04:00:00.000
3774;89;2011-06-08T04:00:00.000
369;89;2011-06-08T04:00:00.000
7564;89;2011-06-20T04:00:00.000
89;373;2012-12-09T05:00:00.000
89;395;2012-12-05T05:00:00.000
89;160;2012-08-16T04:00:00.000
89;369;2011-06-08T04:00:00.000
89;175;2011-05-08T04:00:00.000
89;124;2012-11-07T05:00:00.000
89;2269;2012-10-27T04:00:00.000
89;699;2012-10-26T04:00:00.000
89;519;2012-08-23T04:00:00.000
89;122;2012-08-22T04:00:00.000
89;945;2012-08-20T04:00:00.000
89;587;2012-08-18T04:00:00.000
89;946;2012-08-18T04:00:00.000
89;154;2012-08-15T04:00:00.000
89;629;2011-07-05T04:00:00.000
89;2097;2011-07-04T04:00:00.000
89;516;2011-07-04T04:00:00.000
89;1708;2011-07-04T04:00:00.000
89;2096;2011-07-03T04:00:00.000
89;253;2011-07-02T04:00:00.000
89;90;2011-06-28T04:00:00.000
89;1690;2011-06-13T04:00:00.000
89;406;2011-06-12T04:00:00.000
89;1267;2011-06-12T04:00:00.000
89;2628;2011-06-12T04:00:00.000
89;2625;2011-06-12T04:00:00.000
89;2623;2011-06-11T04:00:00.000
89;302;2011-06-11T04:00:00.000
89;931;2011-06-11T04:00:00.000
89;1453;2011-06-11T04:00:00.000
89;254;2011-06-11T04:00:00.000
89;132;2011-06-11T04:00:00.000
89;3774;2011-06-08T04:00:00.000
89;2043;2011-06-08T04:00:00.000
89;7439;2011-06-12T04:00:00.000
89;7564;2011-06-11T04:00:00.000
357;90;2011-08-12T04:00:00.000
100;90;2011-07-29T04:00:00.000
145;90;2012-06-18T04:00:00.000
7564;90;2011-06-09T04:00:00.000
328;90;2011-06-22T04:00:00.000
570;90;2011-07-15T04:00:00.000
314;90;2011-06-30T04:00:00.000
219;90;2012-08-09T04:00:00.000
175;90;2011-07-17T04:00:00.000
266;90;2013-02-22T05:00:00.000
883;90;2013-01-11T05:00:00.000
395;90;2012-12-19T05:00:00.000
154;90;2012-08-17T04:00:00.000
203;90;2012-07-21T04:00:00.000
506;90;2012-07-21T04:00:00.000
189;90;2012-06-19T04:00:00.000
286;90;2012-06-18T04:00:00.000
122;90;2012-06-17T04:00:00.000
117;90;2012-04-14T04:00:00.000
402;90;2011-08-27T04:00:00.000
137;90;2011-07-27T04:00:00.000
405;90;2011-07-17T04:00:00.000
131;90;2011-07-15T04:00:00.000
2038;90;2011-07-09T04:00:00.000
516;90;2011-07-07T04:00:00.000
132;90;2011-07-06T04:00:00.000
1011;90;2011-07-04T04:00:00.000
841;90;2011-06-01T04:00:00.000
227;90;2013-03-06T05:00:00.000
177;90;2013-02-23T05:00:00.000
90;357;2011-08-12T04:00:00.000
90;100;2011-07-29T04:00:00.000
90;145;2011-08-26T04:00:00.000
90;7564;2011-06-07T04:00:00.000
90;328;2011-06-22T04:00:00.000
90;570;2011-07-15T04:00:00.000
90;314;2011-06-30T04:00:00.000
90;219;2012-08-09T04:00:00.000
90;266;2013-02-20T05:00:00.000
90;883;2013-01-11T05:00:00.000
90;395;2012-12-19T05:00:00.000
90;154;2012-08-17T04:00:00.000
90;203;2012-07-21T04:00:00.000
90;506;2012-07-21T04:00:00.000
90;189;2012-06-19T04:00:00.000
90;286;2012-06-18T04:00:00.000
90;122;2012-06-17T04:00:00.000
90;117;2012-04-14T04:00:00.000
90;402;2011-08-30T04:00:00.000
90;137;2011-07-27T04:00:00.000
90;405;2011-07-17T04:00:00.000
90;175;2011-07-17T04:00:00.000
90;131;2011-07-15T04:00:00.000
90;2038;2011-07-09T04:00:00.000
90;516;2011-07-07T04:00:00.000
90;132;2011-07-06T04:00:00.000
90;1011;2011-07-04T04:00:00.000
90;841;2011-06-01T04:00:00.000
90;7572;2011-07-06T04:00:00.000
194;91;2012-01-24T05:00:00.000
234;91;2011-05-30T04:00:00.000
152;91;2011-03-25T04:00:00.000
441;91;2011-04-29T04:00:00.000
293;91;2011-02-03T05:00:00.000
625;91;2010-12-27T05:00:00.000
223;91;2011-04-04T04:00:00.000
119;91;2010-12-19T05:00:00.000
297;91;2010-12-11T05:00:00.000
126;91;2014-04-22T04:00:00.000
1665;91;2011-06-20T04:00:00.000
1084;91;2011-06-06T04:00:00.000
7546;91;2011-06-01T04:00:00.000
438;91;2011-04-03T04:00:00.000
769;91;2011-01-29T05:00:00.000
532;91;2011-01-28T05:00:00.000
168;91;2011-01-10T05:00:00.000
7424;91;2010-12-05T05:00:00.000
91;194;2012-01-17T05:00:00.000
91;200;2011-05-30T04:00:00.000
91;234;2011-05-30T04:00:00.000
91;469;2011-05-30T04:00:00.000
91;152;2011-03-25T04:00:00.000
91;441;2011-04-29T04:00:00.000
91;168;2011-01-10T05:00:00.000
91;625;2010-12-27T05:00:00.000
91;1084;2011-06-08T04:00:00.000
91;223;2011-04-04T04:00:00.000
91;119;2010-12-19T05:00:00.000
91;1665;2011-06-20T04:00:00.000
91;438;2011-04-03T04:00:00.000
91;769;2011-01-29T05:00:00.000
91;532;2011-01-28T05:00:00.000
91;7424;2010-12-05T05:00:00.000
91;297;2010-12-05T05:00:00.000
91;7546;2011-06-20T04:00:00.000
105;92;2014-01-13T05:00:00.000
821;92;2013-04-15T04:00:00.000
1620;92;2013-04-12T04:00:00.000
462;92;2013-09-15T04:00:00.000
7444;92;2013-05-15T04:00:00.000
93;92;2013-06-27T04:00:00.000
238;92;2013-04-16T04:00:00.000
1053;92;2012-12-01T05:00:00.000
95;92;2012-11-16T05:00:00.000
207;92;2014-12-28T05:00:00.000
526;92;2014-10-31T04:00:00.000
141;92;2014-07-14T04:00:00.000
309;92;2013-07-23T04:00:00.000
976;92;2013-05-21T04:00:00.000
289;92;2013-05-15T04:00:00.000
296;92;2013-04-17T04:00:00.000
1847;92;2013-04-17T04:00:00.000
648;92;2013-04-15T04:00:00.000
1833;92;2013-04-15T04:00:00.000
1560;92;2013-04-15T04:00:00.000
103;92;2013-02-04T05:00:00.000
345;92;2013-01-01T05:00:00.000
331;92;2012-12-10T05:00:00.000
110;92;2012-12-08T05:00:00.000
199;92;2012-12-07T05:00:00.000
1323;92;2012-12-06T05:00:00.000
177;92;2012-11-10T05:00:00.000
360;92;2012-08-26T04:00:00.000
640;92;2012-08-26T04:00:00.000
2985;92;2012-08-18T04:00:00.000
1150;92;2012-04-26T04:00:00.000
958;92;2012-04-25T04:00:00.000
174;92;2013-06-27T04:00:00.000
92;105;2014-01-13T05:00:00.000
92;821;2013-04-15T04:00:00.000
92;1053;2012-12-01T05:00:00.000
92;141;2014-07-14T04:00:00.000
92;462;2013-08-23T04:00:00.000
92;309;2013-07-23T04:00:00.000
92;1576;2013-07-11T04:00:00.000
92;976;2013-05-21T04:00:00.000
92;93;2013-06-27T04:00:00.000
92;238;2013-04-10T04:00:00.000
92;95;2012-10-19T04:00:00.000
92;207;2014-12-28T05:00:00.000
92;526;2014-10-31T04:00:00.000
92;289;2013-05-15T04:00:00.000
92;7444;2013-05-15T04:00:00.000
92;296;2013-04-17T04:00:00.000
92;1847;2013-04-17T04:00:00.000
92;648;2013-04-15T04:00:00.000
92;1833;2013-04-15T04:00:00.000
92;1425;2013-04-15T04:00:00.000
92;3208;2013-04-15T04:00:00.000
92;132;2013-04-15T04:00:00.000
92;1560;2013-04-15T04:00:00.000
92;1620;2013-04-12T04:00:00.000
92;103;2013-02-04T05:00:00.000
92;1821;2012-12-10T05:00:00.000
92;331;2012-12-10T05:00:00.000
92;110;2012-12-08T05:00:00.000
92;199;2012-12-07T05:00:00.000
92;1323;2012-12-06T05:00:00.000
92;345;2012-11-16T05:00:00.000
92;177;2012-11-10T05:00:00.000
92;640;2012-08-26T04:00:00.000
92;2985;2012-08-18T04:00:00.000
92;1150;2012-04-26T04:00:00.000
92;958;2012-04-25T04:00:00.000
92;3774;2013-04-18T04:00:00.000
248;93;2013-07-07T04:00:00.000
111;93;2014-12-30T05:00:00.000
891;93;2013-05-18T04:00:00.000
95;93;2013-09-07T04:00:00.000
376;93;2014-08-22T04:00:00.000
125;93;2013-11-20T05:00:00.000
308;93;2013-06-14T04:00:00.000
484;93;2013-09-16T04:00:00.000
174;93;2013-05-24T04:00:00.000
141;93;2014-08-11T04:00:00.000
173;93;2013-11-20T05:00:00.000
706;93;2013-07-21T04:00:00.000
1068;93;2013-07-09T04:00:00.000
1865;93;2013-07-08T04:00:00.000
7468;93;2013-06-30T04:00:00.000
158;93;2013-06-30T04:00:00.000
295;93;2013-06-27T04:00:00.000
197;93;2013-06-26T04:00:00.000
1064;93;2013-06-23T04:00:00.000
6369;93;2013-06-14T04:00:00.000
115;93;2013-06-14T04:00:00.000
259;93;2013-06-12T04:00:00.000
288;93;2013-06-11T04:00:00.000
262;93;2013-06-04T04:00:00.000
229;93;2013-04-15T04:00:00.000
3171;93;2013-03-27T04:00:00.000
7550;93;2013-07-20T04:00:00.000
93;764;2014-01-16T05:00:00.000
93;248;2013-07-07T04:00:00.000
93;111;2014-12-30T05:00:00.000
93;262;2013-06-06T04:00:00.000
93;891;2013-05-18T04:00:00.000
93;376;2014-08-22T04:00:00.000
93;125;2013-07-17T04:00:00.000
93;335;2013-07-01T04:00:00.000
93;308;2013-06-14T04:00:00.000
93;174;2013-05-24T04:00:00.000
93;95;2013-06-06T04:00:00.000
93;3412;2014-11-04T05:00:00.000
93;141;2014-08-11T04:00:00.000
93;484;2013-09-14T04:00:00.000
93;3284;2013-08-03T04:00:00.000
93;706;2013-07-21T04:00:00.000
93;1068;2013-07-09T04:00:00.000
93;1865;2013-07-08T04:00:00.000
93;158;2013-06-30T04:00:00.000
93;197;2013-06-26T04:00:00.000
93;1064;2013-06-23T04:00:00.000
93;295;2013-06-23T04:00:00.000
93;6369;2013-06-14T04:00:00.000
93;115;2013-06-14T04:00:00.000
93;259;2013-06-12T04:00:00.000
93;288;2013-06-11T04:00:00.000
93;229;2013-05-13T04:00:00.000
93;3171;2013-03-27T04:00:00.000
93;7342;2013-06-11T04:00:00.000
93;7515;2013-05-28T04:00:00.000
93;7469;2013-09-04T04:00:00.000
93;7550;2013-07-19T04:00:00.000
93;7468;2013-07-01T04:00:00.000
93;177;2013-06-30T04:00:00.000
7335;94;2015-12-29T05:00:00.000
233;94;2015-05-02T04:00:00.000
114;94;2015-04-25T04:00:00.000
104;94;2014-09-27T04:00:00.000
605;94;2015-04-24T04:00:00.000
491;94;2014-08-20T04:00:00.000
1074;94;2015-05-10T04:00:00.000
98;94;2015-03-30T04:00:00.000
651;94;2014-10-19T04:00:00.000
96;94;2014-05-26T04:00:00.000
2336;94;2014-05-04T04:00:00.000
832;94;2014-04-12T04:00:00.000
375;94;2014-04-12T04:00:00.000
126;94;2014-04-12T04:00:00.000
94;233;2015-04-27T04:00:00.000
94;766;2015-04-27T04:00:00.000
94;337;2015-04-27T04:00:00.000
94;2336;2015-04-27T04:00:00.000
94;498;2015-04-27T04:00:00.000
94;558;2014-08-12T04:00:00.000
94;96;2014-08-12T04:00:00.000
94;376;2014-08-12T04:00:00.000
94;98;2014-04-11T04:00:00.000
94;375;2014-04-11T04:00:00.000
94;126;2014-04-11T04:00:00.000
94;900;2014-04-11T04:00:00.000
94;1891;2014-04-11T04:00:00.000
94;352;2014-04-11T04:00:00.000
94;281;2014-04-11T04:00:00.000
94;279;2014-04-11T04:00:00.000
94;192;2014-04-11T04:00:00.000
94;104;2014-04-11T04:00:00.000
94;164;2014-04-11T04:00:00.000
94;114;2014-04-11T04:00:00.000
3179;95;2013-04-01T04:00:00.000
391;95;2013-03-08T05:00:00.000
526;95;2014-12-30T05:00:00.000
174;95;2013-08-13T04:00:00.000
315;95;2013-01-28T05:00:00.000
493;95;2013-02-23T05:00:00.000
108;95;2012-11-10T05:00:00.000
278;95;2013-04-02T04:00:00.000
245;95;2014-06-30T04:00:00.000
1065;95;2014-05-15T04:00:00.000
2336;95;2014-08-14T04:00:00.000
413;95;2013-05-10T04:00:00.000
2330;95;2013-03-06T05:00:00.000
242;95;2013-02-25T05:00:00.000
331;95;2013-01-10T05:00:00.000
345;95;2013-01-01T05:00:00.000
5679;95;2013-03-01T05:00:00.000
179;95;2012-12-26T05:00:00.000
966;95;2012-12-06T05:00:00.000
411;95;2012-09-20T04:00:00.000
2410;95;2014-11-26T05:00:00.000
3403;95;2014-09-17T04:00:00.000
2380;95;2014-06-30T04:00:00.000
464;95;2014-06-26T04:00:00.000
96;95;2014-06-04T04:00:00.000
191;95;2014-03-23T04:00:00.000
205;95;2014-01-29T05:00:00.000
1889;95;2014-01-08T05:00:00.000
185;95;2013-10-01T04:00:00.000
1370;95;2013-09-21T04:00:00.000
332;95;2013-09-14T04:00:00.000
666;95;2013-09-05T04:00:00.000
136;95;2013-05-31T04:00:00.000
3246;95;2013-05-28T04:00:00.000
246;95;2013-05-01T04:00:00.000
2358;95;2013-04-24T04:00:00.000
553;95;2013-04-02T04:00:00.000
244;95;2013-03-28T04:00:00.000
1045;95;2013-03-26T04:00:00.000
1278;95;2013-03-21T04:00:00.000
362;95;2013-03-05T05:00:00.000
1307;95;2013-03-03T05:00:00.000
241;95;2013-02-27T05:00:00.000
7432;95;2013-02-17T05:00:00.000
177;95;2013-01-20T05:00:00.000
288;95;2014-07-30T04:00:00.000
172;95;2013-01-19T05:00:00.000
643;95;2013-01-18T05:00:00.000
2304;95;2013-01-02T05:00:00.000
941;95;2012-12-25T05:00:00.000
752;95;2012-12-19T05:00:00.000
1171;95;2012-12-07T05:00:00.000
1348;95;2012-11-28T05:00:00.000
287;95;2013-06-28T04:00:00.000
123;95;2012-11-28T05:00:00.000
813;95;2012-11-23T05:00:00.000
882;95;2012-11-21T05:00:00.000
396;95;2012-11-06T05:00:00.000
428;95;2012-11-01T04:00:00.000
125;95;2014-12-02T05:00:00.000
111;95;2013-06-18T04:00:00.000
145;95;2012-12-20T05:00:00.000
424;95;2012-11-14T05:00:00.000
2369;95;2014-08-22T04:00:00.000
7604;95;2013-07-19T04:00:00.000
7598;95;2013-07-19T04:00:00.000
7601;95;2013-07-19T04:00:00.000
7602;95;2013-07-19T04:00:00.000
7584;95;2013-01-24T05:00:00.000
95;188;2013-04-21T04:00:00.000
95;394;2012-10-10T04:00:00.000
95;1829;2013-03-10T05:00:00.000
95;493;2013-02-23T05:00:00.000
95;526;2014-12-30T05:00:00.000
95;391;2013-03-08T05:00:00.000
95;315;2013-03-31T04:00:00.000
95;242;2013-03-08T05:00:00.000
95;331;2013-01-08T05:00:00.000
95;5679;2013-03-01T05:00:00.000
95;179;2012-12-26T05:00:00.000
95;221;2012-12-07T05:00:00.000
95;966;2012-11-28T05:00:00.000
95;345;2013-01-01T05:00:00.000
95;411;2012-10-09T04:00:00.000
95;278;2013-04-04T04:00:00.000
95;2410;2014-11-26T05:00:00.000
95;3403;2014-09-17T04:00:00.000
95;245;2014-08-07T04:00:00.000
95;464;2014-07-20T04:00:00.000
95;1065;2014-05-15T04:00:00.000
95;2336;2014-04-17T04:00:00.000
95;191;2014-03-23T04:00:00.000
95;205;2014-01-07T05:00:00.000
95;105;2014-01-07T05:00:00.000
95;1889;2014-01-05T05:00:00.000
95;154;2013-12-19T05:00:00.000
95;2953;2013-11-12T05:00:00.000
95;373;2013-10-23T04:00:00.000
95;3302;2013-10-03T04:00:00.000
95;1370;2013-09-21T04:00:00.000
95;666;2013-09-05T04:00:00.000
95;5342;2013-08-31T04:00:00.000
95;1874;2013-07-31T04:00:00.000
95;136;2013-05-31T04:00:00.000
95;3246;2013-05-28T04:00:00.000
95;413;2013-05-08T04:00:00.000
95;246;2013-05-01T04:00:00.000
95;2358;2013-04-24T04:00:00.000
95;553;2013-04-02T04:00:00.000
95;3179;2013-04-01T04:00:00.000
95;1045;2013-03-26T04:00:00.000
95;332;2013-03-26T04:00:00.000
95;244;2013-03-28T04:00:00.000
95;1278;2013-03-21T04:00:00.000
95;104;2013-03-20T04:00:00.000
95;174;2013-03-12T04:00:00.000
95;2330;2013-03-06T05:00:00.000
95;1307;2013-03-03T05:00:00.000
95;241;2013-02-27T05:00:00.000
95;7432;2013-02-17T05:00:00.000
95;7550;2013-02-14T05:00:00.000
95;172;2013-01-19T05:00:00.000
95;643;2013-01-18T05:00:00.000
95;2304;2013-01-02T05:00:00.000
95;111;2013-06-18T04:00:00.000
95;752;2012-12-19T05:00:00.000
95;941;2012-12-10T05:00:00.000
95;1171;2012-12-07T05:00:00.000
95;318;2012-11-29T05:00:00.000
95;1348;2012-11-28T05:00:00.000
95;123;2012-11-28T05:00:00.000
95;185;2012-11-25T05:00:00.000
95;882;2012-12-03T05:00:00.000
95;813;2012-11-23T05:00:00.000
95;228;2012-11-14T05:00:00.000
95;396;2012-11-06T05:00:00.000
95;362;2013-03-04T05:00:00.000
95;428;2012-11-16T05:00:00.000
95;7497;2014-08-25T04:00:00.000
95;103;2014-05-29T04:00:00.000
95;3134;2013-04-13T04:00:00.000
95;2257;2013-03-14T04:00:00.000
95;177;2013-06-27T04:00:00.000
95;7339;2012-11-28T05:00:00.000
95;145;2012-12-20T05:00:00.000
95;424;2012-12-03T05:00:00.000
95;124;2012-12-09T05:00:00.000
95;7580;2012-10-05T04:00:00.000
95;288;2014-12-12T05:00:00.000
95;125;2014-10-10T04:00:00.000
95;2369;2014-08-22T04:00:00.000
95;7602;2013-07-19T04:00:00.000
95;7601;2013-07-19T04:00:00.000
95;7599;2013-07-19T04:00:00.000
95;7598;2013-07-19T04:00:00.000
95;7604;2014-08-26T04:00:00.000
95;7574;2013-02-12T05:00:00.000
95;7581;2013-01-24T05:00:00.000
95;7584;2013-01-24T05:00:00.000
95;7600;2014-02-04T05:00:00.000
95;7548;2013-02-12T05:00:00.000
525;96;2013-04-06T04:00:00.000
125;96;2014-10-31T04:00:00.000
605;96;2015-04-20T04:00:00.000
2336;96;2014-09-06T04:00:00.000
126;96;2015-05-22T04:00:00.000
499;96;2015-04-26T04:00:00.000
141;96;2014-10-07T04:00:00.000
279;96;2014-08-20T04:00:00.000
1379;96;2014-07-23T04:00:00.000
376;96;2014-04-25T04:00:00.000
984;96;2014-04-16T04:00:00.000
704;96;2014-04-03T04:00:00.000
906;96;2015-09-15T04:00:00.000
3404;96;2014-09-28T04:00:00.000
163;96;2014-07-07T04:00:00.000
3387;96;2014-07-02T04:00:00.000
491;96;2015-01-02T05:00:00.000
824;96;2014-05-26T04:00:00.000
250;96;2014-05-26T04:00:00.000
375;96;2014-05-23T04:00:00.000
351;96;2014-05-12T04:00:00.000
281;96;2014-05-12T04:00:00.000
3379;96;2014-05-10T04:00:00.000
832;96;2014-05-03T04:00:00.000
7087;96;2014-05-03T04:00:00.000
1895;96;2014-04-24T04:00:00.000
2412;96;2014-04-20T04:00:00.000
1387;96;2014-04-17T04:00:00.000
172;96;2013-08-01T04:00:00.000
648;96;2013-04-11T04:00:00.000
1553;96;2013-04-11T04:00:00.000
647;96;2013-04-10T04:00:00.000
96;125;2014-10-31T04:00:00.000
96;141;2014-10-07T04:00:00.000
96;126;2014-05-20T04:00:00.000
96;832;2014-06-30T04:00:00.000
96;2336;2014-09-06T04:00:00.000
96;1379;2014-07-23T04:00:00.000
96;984;2014-04-16T04:00:00.000
96;704;2014-04-03T04:00:00.000
96;3425;2015-02-23T05:00:00.000
96;498;2014-11-27T05:00:00.000
96;3404;2014-09-28T04:00:00.000
96;163;2014-07-07T04:00:00.000
96;3387;2014-07-02T04:00:00.000
96;111;2014-06-07T04:00:00.000
96;2416;2014-06-07T04:00:00.000
96;824;2014-05-26T04:00:00.000
96;250;2014-05-26T04:00:00.000
96;375;2014-05-23T04:00:00.000
96;351;2014-05-12T04:00:00.000
96;281;2014-05-12T04:00:00.000
96;3379;2014-05-10T04:00:00.000
96;376;2014-04-25T04:00:00.000
96;1895;2014-04-24T04:00:00.000
96;269;2014-04-22T04:00:00.000
96;2412;2014-04-20T04:00:00.000
96;2411;2014-04-19T04:00:00.000
96;114;2014-04-17T04:00:00.000
96;499;2014-04-25T04:00:00.000
96;172;2013-08-01T04:00:00.000
96;1553;2013-04-11T04:00:00.000
96;648;2013-04-10T04:00:00.000
96;525;2013-04-06T04:00:00.000
96;491;2014-06-10T04:00:00.000
96;7595;2013-04-25T04:00:00.000
475;97;2011-07-02T04:00:00.000
102;97;2011-05-30T04:00:00.000
273;97;2011-06-09T04:00:00.000
280;97;2013-04-30T04:00:00.000
1706;97;2011-07-07T04:00:00.000
228;97;2012-10-25T04:00:00.000
316;97;2012-02-01T05:00:00.000
925;97;2011-06-27T04:00:00.000
105;97;2013-12-10T05:00:00.000
136;97;2013-07-18T04:00:00.000
115;97;2013-05-28T04:00:00.000
345;97;2013-01-01T05:00:00.000
807;97;2012-07-21T04:00:00.000
2215;97;2012-05-25T04:00:00.000
1488;97;2012-02-17T05:00:00.000
854;97;2011-11-13T05:00:00.000
255;97;2011-11-11T05:00:00.000
1136;97;2011-10-15T04:00:00.000
211;97;2011-10-02T04:00:00.000
284;97;2011-09-22T04:00:00.000
1284;97;2011-09-19T04:00:00.000
996;97;2011-05-13T04:00:00.000
97;177;2013-02-01T05:00:00.000
97;475;2011-07-02T04:00:00.000
97;273;2011-06-09T04:00:00.000
97;280;2013-04-30T04:00:00.000
97;102;2011-05-30T04:00:00.000
97;366;2011-09-10T04:00:00.000
97;1706;2011-07-07T04:00:00.000
97;228;2012-10-25T04:00:00.000
97;345;2011-08-08T04:00:00.000
97;925;2011-06-19T04:00:00.000
97;105;2013-12-10T05:00:00.000
97;136;2013-07-18T04:00:00.000
97;115;2013-05-28T04:00:00.000
97;807;2012-07-20T04:00:00.000
97;2215;2012-05-25T04:00:00.000
97;1488;2012-02-15T05:00:00.000
97;316;2012-02-01T05:00:00.000
97;854;2011-11-13T05:00:00.000
97;255;2011-11-11T05:00:00.000
97;1136;2011-10-15T04:00:00.000
97;211;2011-10-02T04:00:00.000
97;284;2011-09-22T04:00:00.000
97;1284;2011-09-19T04:00:00.000
97;919;2011-06-19T04:00:00.000
97;7451;2013-01-20T05:00:00.000
3451;98;2016-01-22T05:00:00.000
114;98;2014-04-13T04:00:00.000
279;98;2013-04-07T04:00:00.000
281;98;2015-12-31T05:00:00.000
126;98;2015-04-22T04:00:00.000
192;98;2014-05-05T04:00:00.000
2336;98;2014-04-27T04:00:00.000
1272;98;2012-06-05T04:00:00.000
233;98;2015-05-02T04:00:00.000
1597;98;2014-12-01T05:00:00.000
269;98;2014-05-06T04:00:00.000
185;98;2013-10-01T04:00:00.000
211;98;2012-03-08T05:00:00.000
906;98;2015-09-02T04:00:00.000
1074;98;2015-06-26T04:00:00.000
1590;98;2015-05-07T04:00:00.000
375;98;2014-11-12T05:00:00.000
953;98;2014-08-16T04:00:00.000
900;98;2014-05-05T04:00:00.000
634;98;2012-03-20T04:00:00.000
687;98;2012-03-16T04:00:00.000
7565;98;2011-10-31T04:00:00.000
98;114;2014-11-27T05:00:00.000
98;233;2015-04-24T04:00:00.000
98;192;2014-08-09T04:00:00.000
98;1272;2012-06-05T04:00:00.000
98;126;2015-04-24T04:00:00.000
98;337;2015-03-30T04:00:00.000
98;279;2014-08-18T04:00:00.000
98;1597;2014-12-01T05:00:00.000
98;352;2014-08-14T04:00:00.000
98;906;2015-07-03T04:00:00.000
98;558;2015-04-24T04:00:00.000
98;1074;2015-03-30T04:00:00.000
98;375;2015-03-30T04:00:00.000
98;164;2015-03-30T04:00:00.000
98;1387;2015-01-30T05:00:00.000
98;2336;2015-01-28T05:00:00.000
98;953;2014-08-16T04:00:00.000
98;281;2014-08-09T04:00:00.000
98;900;2014-08-09T04:00:00.000
98;634;2012-03-20T04:00:00.000
98;687;2012-03-16T04:00:00.000
98;211;2012-03-08T05:00:00.000
98;940;2011-10-11T04:00:00.000
7604;99;2013-03-26T04:00:00.000
176;99;2012-03-06T05:00:00.000
1619;99;2011-06-03T04:00:00.000
129;99;2011-04-19T04:00:00.000
188;99;2012-12-24T05:00:00.000
1351;99;2012-12-19T05:00:00.000
660;99;2011-05-13T04:00:00.000
209;99;2011-04-21T04:00:00.000
503;99;2011-04-08T04:00:00.000
824;99;2014-08-16T04:00:00.000
1259;99;2011-06-30T04:00:00.000
2019;99;2011-06-05T04:00:00.000
1658;99;2011-06-03T04:00:00.000
145;99;2011-05-26T04:00:00.000
1642;99;2011-05-21T04:00:00.000
149;99;2011-05-21T04:00:00.000
444;99;2011-05-11T04:00:00.000
150;99;2011-05-10T04:00:00.000
7552;99;2011-04-30T04:00:00.000
563;99;2011-04-25T04:00:00.000
659;99;2011-04-25T04:00:00.000
419;99;2011-04-16T04:00:00.000
353;99;2011-03-28T04:00:00.000
842;99;2011-03-23T04:00:00.000
2473;99;2010-12-11T05:00:00.000
238;99;2010-12-11T05:00:00.000
641;99;2013-04-30T04:00:00.000
99;716;2011-06-19T04:00:00.000
99;7552;2011-04-30T04:00:00.000
99;209;2011-04-21T04:00:00.000
99;503;2011-04-08T04:00:00.000
99;562;2011-03-26T04:00:00.000
99;2624;2011-06-16T04:00:00.000
99;2019;2011-06-05T04:00:00.000
99;1658;2011-06-03T04:00:00.000
99;1993;2011-06-03T04:00:00.000
99;145;2011-05-26T04:00:00.000
99;1619;2011-05-23T04:00:00.000
99;1642;2011-05-21T04:00:00.000
99;149;2011-05-21T04:00:00.000
99;444;2011-05-11T04:00:00.000
99;150;2011-05-10T04:00:00.000
99;563;2011-04-25T04:00:00.000
99;3516;2011-04-25T04:00:00.000
99;659;2011-04-25T04:00:00.000
99;2455;2011-04-19T04:00:00.000
99;419;2011-04-16T04:00:00.000
99;106;2011-03-31T04:00:00.000
99;353;2011-03-28T04:00:00.000
99;842;2011-03-24T04:00:00.000
99;2473;2010-12-11T05:00:00.000
99;238;2010-12-11T05:00:00.000
827;100;2013-07-31T04:00:00.000
147;100;2012-12-10T05:00:00.000
177;100;2012-07-03T04:00:00.000
133;100;2012-05-22T04:00:00.000
7578;100;2013-07-25T04:00:00.000
1694;100;2011-06-17T04:00:00.000
969;100;2013-05-01T04:00:00.000
645;100;2013-03-21T04:00:00.000
124;100;2012-10-09T04:00:00.000
7501;100;2012-09-20T04:00:00.000
