Source;Target;X;Y
3211;5479;-453.5388;1501.6527
787;5371;-67.96395;-514.86127
972;2853;1876.2067;-1044.5808
2119;2226;662.3128;225.45512
1731;4152;-851.2709;-1231.1901
7;535;1519.7284;897.58075
1581;2059;-1583.1033;-452.71335
4288;4382;1614.3486;1284.0289
2155;3036;890.1718;-2433.4175
3110;5691;-1650.8458;-1321.5886
5093;5566;-1257.7217;2380.2427
619;3136;-449.92578;2654.5676
3830;5543;1777.9882;-1432.6084
2815;4872;1653.5021;-1366.6619
693;973;2186.3164;1178.9943
831;5846;-3153.1458;1018.02905
724;253;-1300.0132;2365.4807
279;2791;-1783.5535;-1477.5823
3121;1344;-1509.133;2539.5193
300;1988;-2047.4885;-657.878
3183;4636;547.2507;-1106.0787
2059;3491;-1344.8225;-1067.0013
967;751;1554.1033;709.96063
4121;4501;-1281.346;2275.0762
648;4530;1664.364;-503.32547
3260;4680;-1227.7338;2588.792
3087;4121;-1291.4628;2407.7004
261;1784;-382.56384;310.2218
510;1441;1642.211;-1430.4377
96;793;852.50226;-262.612
5431;5860;-481.0925;2659.447
3100;4378;-1301.9403;-1556.8674
4135;5072;-1456.0831;-1242.523
842;2107;1317.6915;-2431.5637
2602;4874;-1548.1056;27.548101
160;4414;1683.0349;-1345.344
178;5633;1688.0497;-2724.5662
3530;4918;1845.0254;-1307.3445
762;2111;1609.4474;-2718.3284
1328;2448;-281.58026;1475.8722
1193;1323;-365.84753;226.25945
4878;4972;-1692.4623;-1439.4701
72;5695;-1387.3267;2471.1106
3260;5312;-1227.7338;2588.792
3463;763;-3600.2751;822.638
4406;4857;-1514.9977;-1118.3286
998;4829;591.79834;-26.638216
147;1196;1688.589;-2658.66
3170;5089;-1427.364;2314.4595
1270;4665;-1960.0807;-653.2294
3042;1749;-1458.5176;-277.12347
707;1434;1248.7435;-2426.918
231;4081;-681.4607;-1084.8723
4516;5066;-342.0336;-495.4981
3576;4663;-1199.8495;-245.99281
1707;1918;1722.3804;-2677.7434
2708;3661;1834.7174;-2628.2402
1373;5681;-1449.6322;2483.8147
670;3007;-1770.2632;-1536.4476
1329;4391;1897.2585;-624.4046
2251;3841;1791.1727;-461.19092
479;4293;-1535.4536;2021.2971
837;1470;-1496.1736;-1362.7114
1067;2713;-1274.2738;2438.1636
743;801;1494.818;-897.84314
744;1003;-11.650977;1022.31934
1042;3488;1048.8737;2578.3035
2418;3736;322.18793;557.5706
1324;2059;1415.8741;-2344.94
112;5892;2424.5242;222.28487
470;2899;-1283.542;2729.794
1644;3472;-142.50974;50.218563
190;3229;-547.14056;1588.3806
341;2471;1551.6008;1409.0096
361;371;1736.8649;-2796.9158
1806;2075;2292.8762;-2200.6787
2646;5875;-1536.397;-411.27136
173;4090;-1624.6016;-1251.5884
506;2900;-1149.5691;2304.781
297;4804;-1545.0315;2147.22
2242;5697;1170.6152;2531.799
2831;4274;-1564.1251;-368.93774
2654;5249;578.83496;146.67868
2026;2645;-1023.34393;-1251.5466
4411;5800;121.19909;285.87854
88;3693;2328.7798;-2139.5737
2011;4141;2680.5293;-13.455234
2851;4350;1582.2434;768.9587
3552;4950;-420.9391;2625.7378
1809;2632;-1692.5614;-871.1186
2216;2534;1185.9025;2617.1545
5005;5699;-3845.6235;4055.1965
913;2060;1751.5161;-1388.9374
72;2644;-1387.3267;2471.1106
220;5082;1461.5195;1349.4033
769;4074;721.51434;161.73776
1800;4643;-1074.3239;-1297.0371
371;2111;1817.8745;-2605.9226
1067;4801;-1274.2738;2438.1636
3682;3788;533.44324;530.0967
3351;2727;717.8528;102.865974
769;3934;721.51434;161.73776
1971;530;-683.3294;1455.6177
2027;3419;-3292.4026;921.645
192;1401;2556.182;-85.043686
2325;4150;-1512.6537;-203.50883
2654;3474;578.83496;146.67868
1470;5797;-1554.2404;-1350.7054
1830;2218;2557.36;255.53479
679;1846;-745.7064;-1183.6788
2485;5180;-892.13275;-1362.6686
1123;4635;-1662.0592;-159.08386
1590;1770;-658.5251;1356.372
771;3285;-1538.2448;-359.79785
165;1456;1771.1229;-1231.879
3169;5305;1708.512;-1055.7292
2145;4818;1876.2021;-570.6537
2650;3731;-1912.9327;295.09314
508;2326;512.0476;3314.8716
3647;4695;-252.93039;843.231
412;5417;1793.1566;-1458.2352
3211;3696;-453.5388;1501.6527
2386;5234;1625.2435;-2634.4675
2860;3553;-599.4345;-79.47302
2951;2958;-1259.457;-268.8342
2951;5713;-1259.457;-268.8342
2764;4810;-1617.3403;1874.1995
2338;5867;1766.3835;-2615.1375
4598;3982;-1465.3036;2355.5505
1009;1778;531.2526;3359.4827
1595;5072;-1654.5541;-1442.1576
1951;2685;358.34827;-1010.77826
4168;5721;1772.1254;741.9044
1595;5079;-1654.5541;-1442.1576
3320;5366;1245.5637;1113.6914
697;1919;2030.1897;-230.84409
1097;1163;2412.0679;-219.86465
1340;3994;1606.2101;-1296.41
3537;3810;684.4013;112.37389
1833;4724;2777.6785;111.89226
726;4618;-1538.7758;-1320.035
2186;3326;621.8642;326.54965
762;1093;1609.4474;-2718.3284
3363;5691;-1593.2756;-1258.6176
1194;4525;-1764.3717;-1385.5818
138;5154;-1045.8185;2474.3176
2275;4763;-368.61597;-696.9796
1617;5801;-1476.7505;-326.31302
1470;2617;-1554.2404;-1350.7054
4180;5726;-1561.0594;-1290.13
3107;4316;1725.1344;-198.7476
2216;4579;1185.9025;2617.1545
920;4425;-2338.134;-568.5921
4623;4987;-1468.5277;2388.6458
1485;2045;506.71655;23.414392
423;2601;2570.8784;167.3397
4269;5014;2546.4387;293.16254
258;2444;1010.7514;1662.68
1470;1627;-1554.2404;-1350.7054
654;2782;703.79706;534.10596
2455;3479;614.91254;57.88108
2512;3627;-1517.3326;-1445.4734
2831;4962;-1564.1251;-368.93774
2715;4255;1035.3683;2425.748
2408;5052;-1001.9589;-494.2384
686;1340;1682.1411;-1258.5292
453;3220;1763.737;-2488.4321
2634;878;-639.23035;1529.0208
1127;4418;-1806.2687;-1484.437
1111;2641;635.98645;164.9521
641;2318;1730.1926;-2642.3123
3329;3401;-425.77344;1743.3309
3956;5142;481.66782;-820.9552
166;2320;-1776.934;-1594.6357
3325;2131;1872.5215;-1186.1073
1067;3242;-1274.2738;2438.1636
4410;5015;1121.2289;2634.5442
1476;1864;-1320.4017;-140.43153
1779;5337;1851.2917;-560.61127
55;3588;-1320.3861;2580.7092
2444;4795;1076.9082;1767.4684
4;4247;2279.5261;-2227.861
3057;1456;1802.4866;-1140.3531
215;3950;524.4927;48.012978
1449;2180;236.86594;-627.282
4570;5802;-954.83936;-1300.7156
122;2089;255.26756;948.51074
2784;3471;1745.3118;1315.3285
709;5644;2728.9272;-172.34378
1909;5695;-1360.8104;2458.583
396;5110;2338.1082;-2169.2283
80;5365;754.1607;809.8037
2027;5120;-3292.4026;921.645
811;5646;-1935.2976;185.94144
941;5636;-1718.2235;-1399.4498
3234;3852;-1888.6132;-634.1895
1920;5379;-3376.5994;914.12274
633;4479;-106.68494;-848.5484
277;4039;-1591.232;-356.42297
1583;5100;2206.2961;-563.1931
2338;2365;1766.3835;-2615.1375
138;5866;-1045.8185;2474.3176
2617;5797;-1663.1715;-1615.5886
2934;4360;609.9214;1851.6265
641;2828;1730.1926;-2642.3123
273;3778;2375.4448;546.3075
986;4932;1614.7592;-2555.855
3403;4525;-512.76044;1456.7509
638;3159;1214.7261;-423.74643
112;5426;2424.5242;222.28487
4753;3894;2706.7927;216.41594
4674;4924;-819.52026;2051.4778
1627;2547;-1753.673;-1361.0856
1288;1864;-1524.6982;-333.69318
112;5690;2424.5242;222.28487
1871;4205;-190.8802;571.63214
121;3753;-1421.8828;2496.2253
3137;4971;739.78864;372.87573
112;5181;2424.5242;222.28487
2891;3474;603.7965;219.18942
561;4643;24.213509;-995.3709
3455;3525;-650.4184;246.75868
1190;1325;770.4129;-1112.7579
400;717;-1591.0496;-198.6887
5176;5657;-1706.3778;-1378.864
3162;5621;-1506.127;1994.536
4158;4354;1817.2705;-1372.2203
153;5468;889.3672;-2402.72
4918;5543;1841.1056;-1407.4578
319;5726;-1621.0319;-1330.6945
2448;4759;-169.44824;1485.2172
137;2472;-585.8962;-52.27025
480;3170;-1420.1366;2463.0796
2588;1864;-860.7836;-199.42455
4210;5558;463.91135;1260.3011
2436;2901;1578.4508;-379.0956
3850;5736;-12.248571;-83.31192
147;4087;1688.589;-2658.66
2676;4537;-1082.5315;2516.1658
1429;4158;1757.6418;-1263.31
885;1279;-1493.4672;2317.5603
873;5882;1673.8313;-1300.9252
342;3771;1045.59;1773.0612
3472;4938;905.14496;-1983.5085
1371;3076;-1806.9711;-1536.2067
1061;2651;1622.1484;-1330.5651
1067;3929;-1274.2738;2438.1636
1660;4107;-1671.1821;-549.8644
515;3385;-708.1687;-525.69775
837;5797;-1496.1736;-1362.7114
2583;2840;2721.0269;131.16512
884;5081;1098.2087;2486.6335
3413;3828;153.79997;2608.4744
3456;4274;-1466.6698;63.90779
3520;3668;2531.6333;-15.897237
1184;5431;-544.49066;2660.5127
3405;3733;436.19937;-1137.3286
1632;5574;-1397.7102;2334.1
733;1301;-770.3228;-131.53555
324;645;100.38945;2644.0625
1263;2394;1751.1094;-1147.5543
4545;5085;2609.5303;-24.67324
1443;4459;-1670.1433;-214.3886
1009;2842;531.2526;3359.4827
3082;5416;-1700.4164;-1221.1193
3634;1923;94.08715;-623.7607
2600;4911;-1338.6543;2637.3906
938;2791;-1787.5995;-1389.2183
726;5416;-1538.7758;-1320.035
1864;2863;-1125.9952;-202.09186
3752;4036;1800.618;-1257.8472
1595;4334;-1654.5541;-1442.1576
4700;5346;-1425.135;-293.18555
1178;4293;-1464.5792;2252.7256
1414;2537;-1715.9083;-1525.1558
314;2698;1683.3987;-524.36176
460;3110;-1774.3658;-1000.9159
2515;3110;-1782.4714;-1246.2667
2018;2495;-398.37167;464.7276
724;2230;-1300.0132;2365.4807
361;2311;1736.8649;-2796.9158
1274;4778;-524.8867;-948.7319
1684;4535;-1608.617;668.725
660;5685;-187.02806;-196.71155
2929;3793;-1675.2252;-1339.2831
1622;5158;-1275.7528;2697.274
480;885;-1420.1366;2463.0796
2988;5808;-1693.373;-1624.9598
244;4333;-652.499;1554.7186
744;4576;-11.650977;1022.31934
1540;2072;-337.2313;1642.7338
565;2973;1820.4171;-551.6758
39;4346;1180.5792;2501.74
4132;5406;688.64105;219.01535
384;1571;-755.37646;1490.4517
2890;3263;-1606.1653;2130.6077
430;1445;2766.997;8.769747
567;3808;1102.2886;1752.2197
256;3539;-1457.412;-1316.7152
2599;5808;-1290.5392;-1190.2965
516;1053;-1587.8704;-1451.6202
1356;2681;-359.98486;382.801
873;1263;1673.8313;-1300.9252
2930;4121;-1147.504;2253.1194
896;4521;-184.3174;408.29678
630;3884;1643.1912;-593.10565
4769;5699;-3928.2988;4252.8784
2259;4491;1016.1958;2565.3423
3170;4598;-1427.364;2314.4595
277;5346;-1591.232;-356.42297
4180;3363;-1561.0594;-1290.13
277;5643;-1591.232;-356.42297
1835;1333;2749.1526;-100.73677
480;3883;-1420.1366;2463.0796
2209;4645;-316.3148;1344.356
399;1616;698.1902;57.253944
361;3688;1736.8649;-2796.9158
4812;5739;782.41473;179.57736
1518;4491;1148.5066;2435.6807
2857;4907;959.74097;-346.00024
3402;3780;-967.29315;-441.6831
5754;5855;-1443.9517;2719.379
2536;3368;2365.4001;-2171.8477
170;4014;436.66867;-876.7726
3326;3389;739.111;222.32388
2762;2589;2221.4333;-81.18015
2412;3541;1617.8059;-2840.7727
384;3621;-755.37646;1490.4517
3236;5670;-3210.876;910.5648
2979;5763;-1523.092;2121.143
4378;5421;-1347.3966;-1428.0487
901;2736;-709.13074;1534.718
1864;4039;-1125.9952;-202.09186
2740;4734;920.0093;1719.4491
709;2760;2728.9272;-172.34378
1067;2554;-1274.2738;2438.1636
192;5085;2556.182;-85.043686
455;5800;-1176.0295;-314.56546
1178;3099;-1464.5792;2252.7256
543;769;761.56635;127.71396
3542;5339;1806.9059;695.2642
2877;3849;-242.17296;1571.5457
4857;5416;-1596.2749;-1325.1963
3638;5708;-3220.391;880.02045
2900;3074;45.426384;226.99109
1796;4792;-1213.2004;2325.315
825;4178;-2056.2205;-595.779
804;4367;271.19183;422.31104
3121;4801;-1509.133;2539.5193
1511;3611;-325.1147;1673.1104
860;1699;159.095;2459.0334
519;5705;-378.96832;1504.2094
3412;4120;1711.5663;-2784.317
3881;867;1824.7336;-515.8536
4894;5082;1297.6425;1263.8528
4294;4892;-924.95917;-457.3347
1900;2304;657.17554;-794.3007
1698;5789;493.91003;3292.1924
738;5194;2759.582;217.29478
1665;5130;-232.61089;604.3003
3306;4356;-1376.4971;-1118.777
1864;5118;-1125.9952;-202.09186
1397;5705;-654.46967;1464.2479
1758;4878;-1823.2618;-1397.139
2778;4812;729.2804;129.79991
4201;4754;-140.28674;1842.9894
3127;3156;36.60246;812.01825
1988;3852;-1968.2247;-616.3358
4228;4333;-736.08484;1469.205
4370;5339;1793.8771;721.43445
3121;3760;-1509.133;2539.5193
432;2730;-1351.729;2571.6843
346;5099;2678.2466;160.73369
4045;4299;-3316.652;827.428
1153;2095;2177.7527;1022.6913
4217;5055;-414.4551;1658.979
3334;4585;-618.8517;-421.07025
2453;5826;-1039.549;-1340.2523
2815;5900;1653.5021;-1366.6619
5041;5899;-1574.6436;-330.66888
2070;5532;263.07114;-746.2604
4517;4528;-695.19574;-829.78534
2332;3726;463.57214;-1184.1165
2638;5278;2662.0022;-33.806625
2051;4157;-1030.8796;2428.9412
133;3506;-346.28403;1525.5037
2957;5135;-325.7014;266.25995
519;937;-378.96832;1504.2094
63;1893;-306.23495;-342.6372
215;2641;524.4927;48.012978
2120;4622;-1452.5518;-1290.2129
52;4735;1364.4689;1190.6727
2849;2692;141.76772;-1722.9288
1651;1271;-1775.9604;-1418.0748
3178;4763;-538.2394;-1012.5441
3081;1864;-1327.6844;-295.06915
3063;3682;396.7854;383.03473
3054;4037;896.631;-2774.7173
3380;5520;-1067.2439;-1446.9105
329;983;1157.6547;-1540.9739
5560;4821;1611.8596;-1383.7463
1695;3116;397.27078;666.2926
4057;5833;1110.9437;2583.1182
1383;5085;1639.7002;-133.71927
1849;5785;-1387.0764;2411.278
1997;5485;2363.352;-2275.9187
1602;1707;1674.0385;-2631.8723
2647;3883;-1359.4121;2348.2954
3696;955;-312.244;1545.0925
654;921;703.79706;534.10596
3071;4613;781.1504;549.362
2002;5205;1452.6534;-331.05032
1454;2321;1675.9259;-2306.3716
4071;4190;1720.5593;-1385.2423
4271;5800;824.1729;554.6185
809;4155;-1257.0824;2668.0798
1744;4367;706.5782;443.55435
671;4385;-592.0069;2687.9387
726;1766;-1538.7758;-1320.035
1367;4398;2542.6138;176.55278
2612;5357;-509.35266;1533.1704
1651;3110;-1775.9604;-1418.0748
1137;3817;-1526.0269;2186.5825
3357;3752;1652.9327;-1208.7834
316;4455;1242.8407;2540.8303
2621;3914;1665.8236;-2707.4954
1205;5889;-302.58588;-597.0396
471;3219;-1689.2612;-1361.5973
2563;5483;1573.9589;-2549.964
1626;4036;1887.9679;-1205.8396
5093;5312;-1257.7217;2380.2427
2327;3304;669.3716;-10.957298
2161;2259;1016.3587;2519.7332
3489;3242;-1342.0388;2375.514
5166;2961;1372.1145;1245.9866
3611;4754;-218.96416;1905.135
2951;3545;-1259.457;-268.8342
210;3363;-1733.8547;-1333.5222
2027;1920;-3292.4026;921.645
4009;4877;2502.291;70.24269
4674;5905;-819.52026;2051.4778
1154;2058;1790.0967;-2608.1233
210;1470;-1733.8547;-1333.5222
4;5033;2279.5261;-2227.861
587;1507;-2405.8289;816.06354
1675;5785;-1449.187;2513.9492
3636;5646;-3809.9248;244.48868
1068;1374;1992.4286;178.4006
4296;4766;1837.8542;-1225.8799
5228;5747;-1673.4039;-181.39037
1252;4637;-64.57633;2532.829
1069;5828;2462.6306;-138.5643
1454;2996;1675.9259;-2306.3716
385;4424;1767.4939;-2678.2341
1511;2168;-325.1147;1673.1104
617;1606;-1560.5305;-202.4927
3099;4175;-1068.306;2230.9548
2993;4960;-294.94852;228.52888
2535;4972;-1425.0325;-1281.1329
188;2293;2353.8643;-2246.8767
618;2817;-559.2852;1626.5356
1144;4556;995.1648;1712.8253
2612;4796;-509.35266;1533.1704
4332;4376;3860.4119;-568.26117
3558;3941;575.1286;89.66345
294;2119;606.511;264.6091
1092;4602;-1789.9346;-1448.5035
123;2770;-1626.1979;-1497.008
1111;2033;635.98645;164.9521
3052;1864;-1349.7251;-336.853
1021;3368;2426.4707;-2175.1267
1967;2442;1423.1769;269.6962
1961;5519;523.83575;-16.054401
2943;3391;1409.4562;1280.2115
2028;2398;1772.8662;-484.0308
2298;2723;-1549.4502;-1455.3624
2334;5855;-1109.886;2419.7505
2223;3850;-0.8031422;-44.762543
3919;4300;703.53015;-672.03015
579;3117;-344.5609;1488.6715
4643;5797;-1211.0099;-1388.8018
1194;2515;-1764.3717;-1385.5818
753;5905;-294.38528;765.0478
711;3744;-679.11163;-411.0444
201;1419;1581.4742;1064.1434
2760;5842;2569.4087;-162.79385
795;4734;1107.2509;1803.5087
711;5277;-679.11163;-411.0444
1785;4496;-351.33456;1776.7208
1571;2612;-584.074;1428.5469
577;3726;349.45233;-1050.168
147;5888;1688.589;-2658.66
3156;4442;-55.411358;1019.369
2015;5785;-1288.2032;2474.713
355;1758;-1844.1937;-1371.6046
1965;4754;-345.02084;1422.3087
147;1185;1688.589;-2658.66
1232;4961;-125.06489;-726.6458
277;2893;-1591.232;-356.42297
2357;2831;-1648.5275;-314.98856
4767;1163;-1176.9752;-1313.1733
641;5633;1730.1926;-2642.3123
766;876;-1154.9216;2475.053
2296;2386;1558.2527;-2632.2488
1066;1114;-494.5503;-442.73944
726;5808;-1538.7758;-1320.035
3429;5855;-1422.0829;2751.03
277;3831;-1591.232;-356.42297
607;5633;1610.4489;-2771.7366
1785;3117;-351.33456;1776.7208
4459;4974;-1618.7819;-427.47415
2900;4199;45.426384;226.99109
2825;5459;1651.709;1341.5006
1961;4952;523.83575;-16.054401
5046;5477;1770.4559;-2745.2908
453;1018;1763.737;-2488.4321
2202;3321;-296.15335;1911.8296
2235;5879;1667.6887;-2498.358
178;4474;1688.0497;-2724.5662
1470;1766;-1554.2404;-1350.7054
864;3703;962.14996;-878.8171
1781;2696;1202.4794;1857.4155
621;2624;2288.1277;493.7444
1726;4395;962.2359;79.59205
2572;5781;-1617.6105;-1469.5156
5750;4585;-1425.9834;-1013.11145
1544;2951;-1264.9668;-135.26093
1755;3441;-1595.4811;-1596.8911
1142;3217;-1462.6697;2575.538
1680;5046;1501.5372;-2578.1875
709;3833;2728.9272;-172.34378
133;2726;-346.28403;1525.5037
1874;4947;1839.9174;561.3801
1045;1641;-1770.9735;-1510.0015
4314;5342;-201.28578;1754.4591
506;5093;-1149.5691;2304.781
4829;4836;480.6338;-8.10383
1409;2330;1800.8619;-1418.5326
2863;3354;-1501.3809;-520.9051
3559;5082;1341.394;1147.87
698;3170;-1405.1384;2521.5999
87;3389;676.27264;201.05441
565;2048;1820.4171;-551.6758
3602;3669;435.24512;-764.7504
4216;5693;1152.1892;2622.863
4598;5695;-1465.3036;2355.5505
4749;4915;-1335.9259;2339.7117
264;4516;-491.89902;-623.6865
2166;3541;1714.3245;-2816.075
2111;5592;1707.7207;-2579.6497
1036;2428;221.56673;545.7254
2088;4391;1709.9572;-593.15424
1581;3049;-1583.1033;-452.71335
4844;5891;-1737.585;-890.4213
727;4158;1826.2068;-1251.7288
1619;368;-3649.933;955.76746
2831;3617;-1564.1251;-368.93774
4124;3617;-1368.126;-386.28903
188;3661;2353.8643;-2246.8767
2551;3793;-1685.9258;-1286.6337
2379;2925;-654.6584;1497.203
2153;4023;-983.9966;-1261.1744
1434;3178;-643.1133;-1205.3486
2322;4839;1282.4377;1373.076
3105;5466;2273.0447;-202.28603
277;3947;-1591.232;-356.42297
251;4081;-1358.0251;-1219.0824
1390;4873;-211.22809;-171.19598
2059;3041;-1344.8225;-1067.0013
92;2088;1774.071;-576.4975
3931;1374;1433.6067;-260.82025
609;1805;-1543.7076;-945.6183
4125;5770;1143.9182;2513.303
4182;5558;18.769331;2505.7688
1728;4484;-171.76648;126.097374
1726;2194;962.2359;79.59205
962;3351;756.68726;170.24648
1686;4260;-1550.3088;-1262.731
2519;4195;-1571.3381;-141.96042
1218;1455;1545.018;-2818.5593
2707;5726;-1149.4956;-1393.0614
2638;3751;2662.0022;-33.806625
516;3539;-1587.8704;-1451.6202
3530;3752;1845.0254;-1307.3445
1339;5663;1154.5598;-1660.4095
1758;4622;-1823.2618;-1397.139
2045;4829;457.4754;177.61603
1933;2760;2196.2456;32.71274
3789;5681;-1477.1572;2486.5425
1269;2327;544.18536;39.50029
147;2911;1688.589;-2658.66
1340;1372;1606.2101;-1296.41
724;5202;-1300.0132;2365.4807
3224;4358;-1934.9574;-483.98523
3367;3572;-443.1069;1588.0604
1991;5906;394.33463;-984.49866
519;1938;-378.96832;1504.2094
1091;5590;-1272.7081;-351.77078
503;574;-1420.7197;-186.82605
85;5491;2719.0198;11.988459
1421;5582;-1575.3544;-1401.3536
127;2289;771.0524;-2293.5388
3332;3950;553.1574;160.27655
3539;4703;-1505.9832;-1252.5867
1921;1472;-1605.7208;-72.246315
3309;3374;-1316.0956;2611.3433
561;3846;24.213509;-995.3709
1157;5538;1557.4235;-1119.8285
4728;5376;819.4876;-2308.5159
3987;4060;-100.79596;-491.46548
5104;5797;-1749.4816;-1406.7385
191;823;59.17096;-535.5627
4288;5459;1614.3486;1284.0289
60;1025;-361.8518;1581.4183
5017;4382;1686.8993;1342.4441
1470;2547;-1554.2404;-1350.7054
3136;1813;-696.3768;2709.2903
414;4288;1616.6239;1248.9506
2437;5278;2372.9954;84.63038
1853;4284;-1555.8204;-1378.1868
2340;5046;1712.078;-2529.7732
216;5792;2097.2842;816.4382
3624;5128;-228.74503;-728.31616
2154;4747;1649.4319;-2624.162
3367;3696;-443.1069;1588.0604
99;4343;1678.6571;1180.1906
1414;4081;-1715.9083;-1525.1558
4818;5024;1906.5918;-573.8182
924;3193;1132.3301;1788.4133
1556;3837;599.84235;-52.00762
3301;4015;-145.92165;-815.3546
2721;4148;756.8289;452.01855
3768;4789;-617.0029;1383.1642
1188;3363;-1764.2839;-1454.4318
3451;4972;-1867.9711;-1498.1113
1324;3698;1415.8741;-2344.94
3830;5538;1777.9882;-1432.6084
2232;5753;-950.5781;-1352.8916
493;5099;2400.4053;44.01597
175;5899;-1487.1133;-294.7636
1965;3211;-345.02084;1422.3087
5001;5066;-1142.5273;-330.10733
616;5666;960.8164;1718.7551
683;2275;-948.22363;-1239.3445
3009;3117;-531.3068;1397.4078
143;2495;688.62714;174.41298
1066;1379;-494.5503;-442.73944
480;1719;-1420.1366;2463.0796
4235;5855;-1526.7281;2803.6284
2009;4340;-1424.5269;-428.72134
1039;3880;2579.3367;77.858315
663;4740;-1459.8451;-376.81827
1088;4801;-1503.8265;2631.378
1396;5272;-456.36075;1421.1093
494;4629;104.58599;-1849.0474
2815;4159;1653.5021;-1366.6619
1470;4972;-1554.2404;-1350.7054
1855;5206;1193.9966;-1544.5481
4154;5401;2752.335;142.91301
1641;4972;-1722.2782;-1425.854
2235;2675;1667.6887;-2498.358
1643;4316;1589.8351;-211.85297
2161;3411;1016.3587;2519.7332
1061;5305;1622.1484;-1330.5651
1353;2060;1738.3699;-1458.7876
2075;2387;2311.0847;-2223.9668
2219;5066;-1226.1631;-151.37206
709;5741;2728.9272;-172.34378
2015;4537;-1288.2032;2474.713
346;2511;2678.2466;160.73369
1538;3885;1638.5415;-2705.072
3793;4118;-1520.7723;-1394.6779
208;5061;2295.8503;-2102.5627
2511;2967;2191.496;68.79021
574;1864;-1520.0305;-264.19205
3413;5591;153.79997;2608.4744
3428;5693;900.12244;2238.8286
2018;3676;-398.37167;464.7276
577;2653;349.45233;-1050.168
4175;4549;-606.9918;2534.2764
193;5867;1633.1393;-2778.8052
1323;2277;-576.0044;-130.9889
3127;5905;36.60246;812.01825
3160;4082;2756.852;175.27684
1372;3169;1738.0641;-1104.0629
2148;5768;1543.833;847.7756
2275;4123;-368.61597;-696.9796
630;2343;1643.1912;-593.10565
147;1768;1688.589;-2658.66
1414;4525;-1715.9083;-1525.1558
3372;4674;-977.50275;2498.9114
16;3048;1696.6486;925.8376
655;5081;957.2453;2307.2231
2930;3651;-1147.504;2253.1194
433;5391;131.2908;2590.9634
3022;3680;-1545.6163;-259.6335
527;5901;-593.07605;-854.8547
320;5085;2332.3079;-129.56961
1356;2495;-359.98486;382.801
557;1323;157.36584;287.30515
487;2484;1317.1167;1135.7289
1488;2056;878.15344;-916.03784
2731;3807;1006.8378;2483.0488
1778;4739;421.4616;3242.8306
3853;5188;-321.6823;1888.3457
851;2097;-1384.3376;-510.26495
1470;3363;-1554.2404;-1350.7054
74;2900;-92.04527;868.1782
1276;3379;-246.68665;189.6939
2104;4205;-320.77402;1758.4523
123;2512;-1626.1979;-1497.008
4874;5422;-1417.3701;-105.4328
1246;5235;1159.661;-1570.4968
837;4838;-1496.1736;-1362.7114
4364;5905;-15.015706;937.8118
4928;5770;1067.3099;2548.7405
1581;2863;-1583.1033;-452.71335
749;1039;2454.967;264.09012
5804;5804;2817.4148;214.29749
2011;4746;2680.5293;-13.455234
2296;2621;1558.2527;-2632.2488
2656;4753;2731.8423;233.3327
641;1219;1730.1926;-2642.3123
2761;5691;-1739.9651;-1015.4077
3172;4242;1737.7598;-86.37255
3022;4692;-1545.6163;-259.6335
1236;4030;2532.9468;-145.78041
1281;2319;1859.2147;1839.5303
175;4740;-1487.1133;-294.7636
961;4727;-1252.9631;2475.9607
2235;3079;1667.6887;-2498.358
2788;5621;-1506.3107;1922.2693
5076;5726;-1656.4426;-1291.1625
1699;2974;108.81771;2614.3699
1061;3630;1622.1484;-1330.5651
3387;1003;-256.03015;-39.948677
2387;5110;2387.789;-2241.2766
384;2141;-755.37646;1490.4517
3462;3719;-768.27374;-355.024
5104;5726;-1749.4816;-1406.7385
1599;4558;-20.061327;963.8583
1518;4579;1148.5066;2435.6807
3789;5855;-1477.1572;2486.5425
3055;3441;-1340.2098;-1509.1305
1397;3229;-654.46967;1464.2479
5066;5262;-675.14294;-286.3364
3703;4497;938.07715;-848.9869
2949;5882;-1274.7784;-377.3934
3622;3883;-1045.8728;2390.3035
3456;4874;-1466.6698;63.90779
2330;5615;1664.1741;-1328.1791
178;371;1688.0497;-2724.5662
154;2731;1228.1787;2570.7002
4420;1398;-978.5797;-631.3501
1533;4974;-1913.2418;-665.26605
1972;4033;-1044.8269;2334.0474
1518;4057;1148.5066;2435.6807
3117;3226;-539.75757;1511.0227
1686;1811;-1550.3088;-1262.731
1107;5245;2587.3396;-6.6956863
4226;3089;1037.2744;-438.9319
1424;3660;1669.3955;1363.5225
5074;5459;1692.0024;1305.8534
113;5421;-1690.36;-1591.9689
2815;5584;1653.5021;-1366.6619
270;5644;2342.9858;-163.43893
1915;5137;-1729.4045;-1245.1039
5149;5879;1572.5386;-2681.526
1471;5394;1916.7476;794.095
1367;3288;2542.6138;176.55278
1885;3878;133.60393;2561.858
1977;2013;1809.061;-1114.7683
156;2541;2791.175;194.88751
2890;4804;-1606.1653;2130.6077
2948;5420;-406.34958;1478.0319
1356;3786;-359.98486;382.801
648;4825;1664.364;-503.32547
3293;5838;-246.60143;799.2984
238;559;1901.2493;771.7243
3279;5471;-223.78275;1439.173
1756;5638;-1845.5609;-1556.1985
598;3402;-1278.2963;-404.6804
2057;5515;2291.342;1089.4452
175;2671;-1487.1133;-294.7636
3413;3756;153.79997;2608.4744
4339;5906;-1286.8646;-322.03363
580;4016;1851.0931;-2755.4858
